,Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
14621,6,0,8620,CHRI,Christiansted NHS,2016
14622,7,0,9498,CHRI,Christiansted NHS,2016
14623,8,0,8576,CHRI,Christiansted NHS,2016
14624,9,0,7882,CHRI,Christiansted NHS,2016
14625,10,0,8141,CHRI,Christiansted NHS,2016
14626,11,0,9524,CHRI,Christiansted NHS,2016
14627,12,0,9481,CHRI,Christiansted NHS,2016
14628,1,0,11267,CHRI,Christiansted NHS,2017
14629,2,0,10093,CHRI,Christiansted NHS,2017
14630,3,0,13428,CHRI,Christiansted NHS,2017
14631,4,0,9145,CHRI,Christiansted NHS,2017
14632,5,0,10552,CHRI,Christiansted NHS,2017
