,Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
76438,7,0,4812,WIHO,William Howard Taft NHS,2018
76439,8,0,3058,WIHO,William Howard Taft NHS,2018
76440,9,0,2543,WIHO,William Howard Taft NHS,2018
76441,10,0,2378,WIHO,William Howard Taft NHS,2018
76442,11,0,1349,WIHO,William Howard Taft NHS,2018
76443,12,0,775,WIHO,William Howard Taft NHS,2018
76444,1,0,86,WIHO,William Howard Taft NHS,2019
76445,2,0,1199,WIHO,William Howard Taft NHS,2019
76446,3,0,2148,WIHO,William Howard Taft NHS,2019
76447,4,0,2509,WIHO,William Howard Taft NHS,2019
76448,5,0,3420,WIHO,William Howard Taft NHS,2019
76449,6,0,4296,WIHO,William Howard Taft NHS,2019
76450,7,0,4919,WIHO,William Howard Taft NHS,2019
76451,8,0,3726,WIHO,William Howard Taft NHS,2019
76452,9,0,3205,WIHO,William Howard Taft NHS,2019
76453,10,0,2897,WIHO,William Howard Taft NHS,2019
76454,11,0,2018,WIHO,William Howard Taft NHS,2019
76455,12,0,1973,WIHO,William Howard Taft NHS,2019
76456,1,0,1701,WIHO,William Howard Taft NHS,2020
76457,2,0,1747,WIHO,William Howard Taft NHS,2020
76458,3,0,824,WIHO,William Howard Taft NHS,2020
76459,4,0,90,WIHO,William Howard Taft NHS,2020
76460,5,0,93,WIHO,William Howard Taft NHS,2020
76461,6,0,801,WIHO,William Howard Taft NHS,2020
76462,7,0,1138,WIHO,William Howard Taft NHS,2020
76463,8,0,1203,WIHO,William Howard Taft NHS,2020
76464,9,0,1082,WIHO,William Howard Taft NHS,2020
76465,10,0,1346,WIHO,William Howard Taft NHS,2020
76466,11,0,540,WIHO,William Howard Taft NHS,2020
76467,12,0,535,WIHO,William Howard Taft NHS,2020
76468,1,0,394,WIHO,William Howard Taft NHS,2021
76469,2,0,140,WIHO,William Howard Taft NHS,2021
76470,3,0,166,WIHO,William Howard Taft NHS,2021
76471,4,0,111,WIHO,William Howard Taft NHS,2021
76472,5,0,75,WIHO,William Howard Taft NHS,2021
76473,6,0,2819,WIHO,William Howard Taft NHS,2021
76474,7,0,3839,WIHO,William Howard Taft NHS,2021
76475,8,0,2699,WIHO,William Howard Taft NHS,2021
76476,9,0,2222,WIHO,William Howard Taft NHS,2021
76477,10,0,2200,WIHO,William Howard Taft NHS,2021
76478,11,0,1233,WIHO,William Howard Taft NHS,2021
76479,12,0,1144,WIHO,William Howard Taft NHS,2021
76480,1,0,574,WIHO,William Howard Taft NHS,2022
76481,2,0,962,WIHO,William Howard Taft NHS,2022
76482,3,0,2196,WIHO,William Howard Taft NHS,2022
76483,4,0,2288,WIHO,William Howard Taft NHS,2022
76484,5,0,2740,WIHO,William Howard Taft NHS,2022
76485,6,0,3470,WIHO,William Howard Taft NHS,2022
76486,7,0,4687,WIHO,William Howard Taft NHS,2022
76487,8,0,2609,WIHO,William Howard Taft NHS,2022
76488,9,0,2446,WIHO,William Howard Taft NHS,2022
76489,10,0,2869,WIHO,William Howard Taft NHS,2022
76490,11,0,1608,WIHO,William Howard Taft NHS,2022
76491,12,0,1291,WIHO,William Howard Taft NHS,2022
76492,1,0,1307,WIHO,William Howard Taft NHS,2023
76493,2,0,1549,WIHO,William Howard Taft NHS,2023
76494,3,0,2231,WIHO,William Howard Taft NHS,2023
76495,4,0,2552,WIHO,William Howard Taft NHS,2023
76496,5,0,3149,WIHO,William Howard Taft NHS,2023
76497,6,0,4091,WIHO,William Howard Taft NHS,2023
76498,7,0,4484,WIHO,William Howard Taft NHS,2023
76499,8,0,3240,WIHO,William Howard Taft NHS,2023
76500,9,0,3154,WIHO,William Howard Taft NHS,2023
76501,10,0,2731,WIHO,William Howard Taft NHS,2023
76502,11,0,1155,WIHO,William Howard Taft NHS,2023
76503,12,0,1114,WIHO,William Howard Taft NHS,2023
76504,1,0,753,WIHO,William Howard Taft NHS,2024
76505,2,0,1216,WIHO,William Howard Taft NHS,2024
76506,3,0,2834,WIHO,William Howard Taft NHS,2024
76507,4,0,3205,WIHO,William Howard Taft NHS,2024
76508,5,0,3067,WIHO,William Howard Taft NHS,2024
76509,6,0,4387,WIHO,William Howard Taft NHS,2024
76510,1,112,325,WORI,Women's Rights NHP,2007
76511,2,112,255,WORI,Women's Rights NHP,2007
76512,3,112,699,WORI,Women's Rights NHP,2007
76513,4,112,1304,WORI,Women's Rights NHP,2007
76514,5,112,1549,WORI,Women's Rights NHP,2007
76515,6,112,2316,WORI,Women's Rights NHP,2007
76516,7,112,3730,WORI,Women's Rights NHP,2007
76517,8,112,2631,WORI,Women's Rights NHP,2007
76518,9,112,2089,WORI,Women's Rights NHP,2007
76519,10,112,2276,WORI,Women's Rights NHP,2007
76520,11,112,1007,WORI,Women's Rights NHP,2007
76521,12,112,476,WORI,Women's Rights NHP,2007
76522,1,112,330,WORI,Women's Rights NHP,2008
76523,2,112,319,WORI,Women's Rights NHP,2008
76524,3,112,715,WORI,Women's Rights NHP,2008
76525,4,112,1091,WORI,Women's Rights NHP,2008
76526,5,112,2495,WORI,Women's Rights NHP,2008
76527,6,112,2475,WORI,Women's Rights NHP,2008
76528,7,112,4939,WORI,Women's Rights NHP,2008
76529,8,112,4338,WORI,Women's Rights NHP,2008
76530,9,112,2021,WORI,Women's Rights NHP,2008
76531,10,112,2917,WORI,Women's Rights NHP,2008
76532,11,112,1097,WORI,Women's Rights NHP,2008
76533,12,112,356,WORI,Women's Rights NHP,2008
76534,1,112,183,WORI,Women's Rights NHP,2009
76535,2,112,505,WORI,Women's Rights NHP,2009
76536,3,112,1007,WORI,Women's Rights NHP,2009
76537,4,112,759,WORI,Women's Rights NHP,2009
76538,5,112,1932,WORI,Women's Rights NHP,2009
76539,6,112,2599,WORI,Women's Rights NHP,2009
76540,7,112,3287,WORI,Women's Rights NHP,2009
76541,8,112,4241,WORI,Women's Rights NHP,2009
76542,9,112,2088,WORI,Women's Rights NHP,2009
76543,10,112,2369,WORI,Women's Rights NHP,2009
76544,11,112,960,WORI,Women's Rights NHP,2009
76545,12,112,690,WORI,Women's Rights NHP,2009
76546,1,112,234,WORI,Women's Rights NHP,2010
76547,2,112,234,WORI,Women's Rights NHP,2010
76548,3,112,1139,WORI,Women's Rights NHP,2010
76549,4,112,1247,WORI,Women's Rights NHP,2010
76550,5,112,2054,WORI,Women's Rights NHP,2010
76551,6,112,2600,WORI,Women's Rights NHP,2010
76552,7,112,4571,WORI,Women's Rights NHP,2010
76553,8,112,4578,WORI,Women's Rights NHP,2010
76554,9,112,2275,WORI,Women's Rights NHP,2010
76555,10,112,2348,WORI,Women's Rights NHP,2010
76556,11,112,766,WORI,Women's Rights NHP,2010
76557,12,112,616,WORI,Women's Rights NHP,2010
76558,1,112,324,WORI,Women's Rights NHP,2011
76559,2,112,550,WORI,Women's Rights NHP,2011
76560,3,112,1084,WORI,Women's Rights NHP,2011
76561,4,112,1584,WORI,Women's Rights NHP,2011
76562,5,112,1916,WORI,Women's Rights NHP,2011
76563,6,112,2842,WORI,Women's Rights NHP,2011
76564,7,112,5157,WORI,Women's Rights NHP,2011
76565,8,112,4408,WORI,Women's Rights NHP,2011
76566,9,112,2485,WORI,Women's Rights NHP,2011
76567,10,112,2360,WORI,Women's Rights NHP,2011
76568,11,112,1248,WORI,Women's Rights NHP,2011
76569,12,112,1468,WORI,Women's Rights NHP,2011
76570,1,112,332,WORI,Women's Rights NHP,2012
76571,2,112,607,WORI,Women's Rights NHP,2012
76572,3,112,1382,WORI,Women's Rights NHP,2012
76573,4,112,1421,WORI,Women's Rights NHP,2012
76574,5,112,2562,WORI,Women's Rights NHP,2012
76575,6,112,3382,WORI,Women's Rights NHP,2012
76576,7,112,5227,WORI,Women's Rights NHP,2012
76577,8,112,4949,WORI,Women's Rights NHP,2012
76578,9,112,2596,WORI,Women's Rights NHP,2012
76579,10,112,2779,WORI,Women's Rights NHP,2012
76580,11,112,2225,WORI,Women's Rights NHP,2012
76581,12,112,2123,WORI,Women's Rights NHP,2012
76582,1,112,414,WORI,Women's Rights NHP,2013
76583,2,112,523,WORI,Women's Rights NHP,2013
76584,3,112,2098,WORI,Women's Rights NHP,2013
76585,4,112,1774,WORI,Women's Rights NHP,2013
76586,5,112,2913,WORI,Women's Rights NHP,2013
76587,6,112,3468,WORI,Women's Rights NHP,2013
76588,7,112,6906,WORI,Women's Rights NHP,2013
76589,8,112,5412,WORI,Women's Rights NHP,2013
76590,9,112,2743,WORI,Women's Rights NHP,2013
76591,10,112,1001,WORI,Women's Rights NHP,2013
76592,11,112,1251,WORI,Women's Rights NHP,2013
76593,12,112,1634,WORI,Women's Rights NHP,2013
76594,1,112,327,WORI,Women's Rights NHP,2014
76595,2,112,375,WORI,Women's Rights NHP,2014
76596,3,112,1332,WORI,Women's Rights NHP,2014
76597,4,112,2080,WORI,Women's Rights NHP,2014
76598,5,112,2565,WORI,Women's Rights NHP,2014
76599,6,112,3513,WORI,Women's Rights NHP,2014
76600,7,112,6844,WORI,Women's Rights NHP,2014
76601,8,112,4664,WORI,Women's Rights NHP,2014
76602,9,112,2203,WORI,Women's Rights NHP,2014
76603,10,112,3548,WORI,Women's Rights NHP,2014
76604,11,112,870,WORI,Women's Rights NHP,2014
76605,12,112,1933,WORI,Women's Rights NHP,2014
76606,1,112,454,WORI,Women's Rights NHP,2015
76607,2,112,37,WORI,Women's Rights NHP,2015
76608,3,112,1054,WORI,Women's Rights NHP,2015
76609,4,112,1071,WORI,Women's Rights NHP,2015
76610,5,112,2772,WORI,Women's Rights NHP,2015
76611,6,112,3328,WORI,Women's Rights NHP,2015
76612,7,112,9994,WORI,Women's Rights NHP,2015
76613,8,112,6847,WORI,Women's Rights NHP,2015
76614,9,112,3553,WORI,Women's Rights NHP,2015
76615,10,112,3522,WORI,Women's Rights NHP,2015
76616,11,112,1728,WORI,Women's Rights NHP,2015
76617,12,112,3779,WORI,Women's Rights NHP,2015
76618,1,112,686,WORI,Women's Rights NHP,2016
76619,2,112,231,WORI,Women's Rights NHP,2016
76620,3,112,1517,WORI,Women's Rights NHP,2016
76621,4,112,1931,WORI,Women's Rights NHP,2016
76622,5,112,4837,WORI,Women's Rights NHP,2016
76623,6,112,6078,WORI,Women's Rights NHP,2016
76624,7,112,12596,WORI,Women's Rights NHP,2016
76625,8,112,7589,WORI,Women's Rights NHP,2016
76626,9,112,3881,WORI,Women's Rights NHP,2016
76627,10,112,5348,WORI,Women's Rights NHP,2016
76628,11,112,2417,WORI,Women's Rights NHP,2016
76629,12,112,5572,WORI,Women's Rights NHP,2016
76630,1,112,10612,WORI,Women's Rights NHP,2017
76631,2,112,742,WORI,Women's Rights NHP,2017
76632,3,112,1427,WORI,Women's Rights NHP,2017
76633,4,112,1368,WORI,Women's Rights NHP,2017
76634,5,112,2540,WORI,Women's Rights NHP,2017
76635,6,112,3056,WORI,Women's Rights NHP,2017
76636,7,112,17200,WORI,Women's Rights NHP,2017
76637,8,112,9610,WORI,Women's Rights NHP,2017
76638,9,112,4600,WORI,Women's Rights NHP,2017
76639,10,112,5497,WORI,Women's Rights NHP,2017
76640,11,112,2760,WORI,Women's Rights NHP,2017
76641,12,112,2394,WORI,Women's Rights NHP,2017
76642,1,112,311,WORI,Women's Rights NHP,2018
76643,2,112,889,WORI,Women's Rights NHP,2018
76644,3,112,2155,WORI,Women's Rights NHP,2018
76645,4,112,2337,WORI,Women's Rights NHP,2018
76646,5,112,3877,WORI,Women's Rights NHP,2018
76647,6,112,5810,WORI,Women's Rights NHP,2018
76648,7,112,10919,WORI,Women's Rights NHP,2018
76649,8,112,6584,WORI,Women's Rights NHP,2018
76650,9,112,4118,WORI,Women's Rights NHP,2018
76651,10,112,3427,WORI,Women's Rights NHP,2018
76652,11,112,1378,WORI,Women's Rights NHP,2018
76653,12,112,979,WORI,Women's Rights NHP,2018
76654,1,112,13,WORI,Women's Rights NHP,2019
76655,2,112,473,WORI,Women's Rights NHP,2019
76656,3,112,1759,WORI,Women's Rights NHP,2019
76657,4,112,1900,WORI,Women's Rights NHP,2019
76658,5,112,3458,WORI,Women's Rights NHP,2019
76659,6,112,5247,WORI,Women's Rights NHP,2019
76660,7,112,8863,WORI,Women's Rights NHP,2019
76661,8,112,5821,WORI,Women's Rights NHP,2019
76662,9,112,3935,WORI,Women's Rights NHP,2019
76663,10,112,4493,WORI,Women's Rights NHP,2019
76664,11,112,1551,WORI,Women's Rights NHP,2019
76665,12,112,1551,WORI,Women's Rights NHP,2019
76666,1,112,858,WORI,Women's Rights NHP,2020
76667,2,112,771,WORI,Women's Rights NHP,2020
76668,3,112,943,WORI,Women's Rights NHP,2020
76669,4,112,0,WORI,Women's Rights NHP,2020
76670,5,112,0,WORI,Women's Rights NHP,2020
76671,6,112,0,WORI,Women's Rights NHP,2020
76672,7,112,15,WORI,Women's Rights NHP,2020
76673,8,112,1509,WORI,Women's Rights NHP,2020
76674,9,112,2201,WORI,Women's Rights NHP,2020
76675,10,112,1537,WORI,Women's Rights NHP,2020
76676,11,112,241,WORI,Women's Rights NHP,2020
76677,12,112,162,WORI,Women's Rights NHP,2020
76678,1,112,48,WORI,Women's Rights NHP,2021
76679,2,112,46,WORI,Women's Rights NHP,2021
76680,3,112,227,WORI,Women's Rights NHP,2021
76681,4,112,425,WORI,Women's Rights NHP,2021
76682,5,112,913,WORI,Women's Rights NHP,2021
76683,6,112,2871,WORI,Women's Rights NHP,2021
76684,7,112,6199,WORI,Women's Rights NHP,2021
76685,8,112,5200,WORI,Women's Rights NHP,2021
76686,9,112,2991,WORI,Women's Rights NHP,2021
76687,10,112,2261,WORI,Women's Rights NHP,2021
76688,11,112,787,WORI,Women's Rights NHP,2021
76689,12,112,879,WORI,Women's Rights NHP,2021
76690,1,112,175,WORI,Women's Rights NHP,2022
76691,2,112,335,WORI,Women's Rights NHP,2022
76692,3,112,690,WORI,Women's Rights NHP,2022
76693,4,112,1190,WORI,Women's Rights NHP,2022
76694,5,112,1876,WORI,Women's Rights NHP,2022
76695,6,112,4608,WORI,Women's Rights NHP,2022
76696,7,112,8537,WORI,Women's Rights NHP,2022
76697,8,112,6137,WORI,Women's Rights NHP,2022
76698,9,112,4098,WORI,Women's Rights NHP,2022
76699,10,112,3983,WORI,Women's Rights NHP,2022
76700,11,112,1358,WORI,Women's Rights NHP,2022
76701,12,112,1307,WORI,Women's Rights NHP,2022
76702,1,112,415,WORI,Women's Rights NHP,2023
76703,2,112,601,WORI,Women's Rights NHP,2023
76704,3,112,1228,WORI,Women's Rights NHP,2023
76705,4,112,2100,WORI,Women's Rights NHP,2023
76706,5,112,2983,WORI,Women's Rights NHP,2023
76707,6,112,4809,WORI,Women's Rights NHP,2023
76708,7,112,7778,WORI,Women's Rights NHP,2023
76709,8,112,6483,WORI,Women's Rights NHP,2023
76710,9,112,3752,WORI,Women's Rights NHP,2023
76711,10,112,3566,WORI,Women's Rights NHP,2023
76712,11,112,970,WORI,Women's Rights NHP,2023
76713,12,112,1249,WORI,Women's Rights NHP,2023
76714,1,112,448,WORI,Women's Rights NHP,2024
76715,2,112,445,WORI,Women's Rights NHP,2024
76716,3,112,1124,WORI,Women's Rights NHP,2024
76717,4,112,2781,WORI,Women's Rights NHP,2024
76718,5,112,2396,WORI,Women's Rights NHP,2024
76719,6,112,4486,WORI,Women's Rights NHP,2024
76720,1,0,540,WOTR,Wolf Trap NP for the Performing Arts,2007
76721,2,0,461,WOTR,Wolf Trap NP for the Performing Arts,2007
76722,3,0,1440,WOTR,Wolf Trap NP for the Performing Arts,2007
76723,4,0,2201,WOTR,Wolf Trap NP for the Performing Arts,2007
76724,5,0,39862,WOTR,Wolf Trap NP for the Performing Arts,2007
76725,6,0,142026,WOTR,Wolf Trap NP for the Performing Arts,2007
76726,7,0,133749,WOTR,Wolf Trap NP for the Performing Arts,2007
76727,8,0,118404,WOTR,Wolf Trap NP for the Performing Arts,2007
76728,9,0,58737,WOTR,Wolf Trap NP for the Performing Arts,2007
76729,10,0,677,WOTR,Wolf Trap NP for the Performing Arts,2007
76730,11,0,573,WOTR,Wolf Trap NP for the Performing Arts,2007
76731,12,0,4346,WOTR,Wolf Trap NP for the Performing Arts,2007
76732,1,0,402,WOTR,Wolf Trap NP for the Performing Arts,2008
76733,2,0,524,WOTR,Wolf Trap NP for the Performing Arts,2008
76734,3,0,963,WOTR,Wolf Trap NP for the Performing Arts,2008
76735,4,0,1688,WOTR,Wolf Trap NP for the Performing Arts,2008
76736,5,0,46743,WOTR,Wolf Trap NP for the Performing Arts,2008
76737,6,0,100825,WOTR,Wolf Trap NP for the Performing Arts,2008
76738,7,0,150232,WOTR,Wolf Trap NP for the Performing Arts,2008
76739,8,0,134386,WOTR,Wolf Trap NP for the Performing Arts,2008
76740,9,0,43826,WOTR,Wolf Trap NP for the Performing Arts,2008
76741,10,0,2058,WOTR,Wolf Trap NP for the Performing Arts,2008
76742,11,0,625,WOTR,Wolf Trap NP for the Performing Arts,2008
76743,12,0,4925,WOTR,Wolf Trap NP for the Performing Arts,2008
76744,1,0,271,WOTR,Wolf Trap NP for the Performing Arts,2009
76745,2,0,408,WOTR,Wolf Trap NP for the Performing Arts,2009
76746,3,0,1685,WOTR,Wolf Trap NP for the Performing Arts,2009
76747,4,0,1547,WOTR,Wolf Trap NP for the Performing Arts,2009
76748,5,0,28094,WOTR,Wolf Trap NP for the Performing Arts,2009
76749,6,0,122390,WOTR,Wolf Trap NP for the Performing Arts,2009
76750,7,0,126931,WOTR,Wolf Trap NP for the Performing Arts,2009
76751,8,0,126126,WOTR,Wolf Trap NP for the Performing Arts,2009
76752,9,0,51425,WOTR,Wolf Trap NP for the Performing Arts,2009
76753,10,0,2133,WOTR,Wolf Trap NP for the Performing Arts,2009
76754,11,0,521,WOTR,Wolf Trap NP for the Performing Arts,2009
76755,12,0,5221,WOTR,Wolf Trap NP for the Performing Arts,2009
76756,1,0,2076,WOTR,Wolf Trap NP for the Performing Arts,2010
76757,2,0,16195,WOTR,Wolf Trap NP for the Performing Arts,2010
76758,3,0,1967,WOTR,Wolf Trap NP for the Performing Arts,2010
76759,4,0,2520,WOTR,Wolf Trap NP for the Performing Arts,2010
76760,5,0,30316,WOTR,Wolf Trap NP for the Performing Arts,2010
76761,6,0,129036,WOTR,Wolf Trap NP for the Performing Arts,2010
76762,7,0,149379,WOTR,Wolf Trap NP for the Performing Arts,2010
76763,8,0,125648,WOTR,Wolf Trap NP for the Performing Arts,2010
76764,9,0,60812,WOTR,Wolf Trap NP for the Performing Arts,2010
76765,10,0,1260,WOTR,Wolf Trap NP for the Performing Arts,2010
76766,11,0,526,WOTR,Wolf Trap NP for the Performing Arts,2010
76767,12,0,662,WOTR,Wolf Trap NP for the Performing Arts,2010
76768,1,0,4020,WOTR,Wolf Trap NP for the Performing Arts,2011
76769,2,0,547,WOTR,Wolf Trap NP for the Performing Arts,2011
76770,3,0,1343,WOTR,Wolf Trap NP for the Performing Arts,2011
76771,4,0,3567,WOTR,Wolf Trap NP for the Performing Arts,2011
76772,5,0,23969,WOTR,Wolf Trap NP for the Performing Arts,2011
76773,6,0,109047,WOTR,Wolf Trap NP for the Performing Arts,2011
76774,7,0,136862,WOTR,Wolf Trap NP for the Performing Arts,2011
76775,8,0,113636,WOTR,Wolf Trap NP for the Performing Arts,2011
76776,9,0,30152,WOTR,Wolf Trap NP for the Performing Arts,2011
76777,10,0,1106,WOTR,Wolf Trap NP for the Performing Arts,2011
76778,11,0,503,WOTR,Wolf Trap NP for the Performing Arts,2011
76779,12,0,425,WOTR,Wolf Trap NP for the Performing Arts,2011
76780,1,0,782,WOTR,Wolf Trap NP for the Performing Arts,2012
76781,2,0,690,WOTR,Wolf Trap NP for the Performing Arts,2012
76782,3,0,3540,WOTR,Wolf Trap NP for the Performing Arts,2012
76783,4,0,3540,WOTR,Wolf Trap NP for the Performing Arts,2012
76784,5,0,31571,WOTR,Wolf Trap NP for the Performing Arts,2012
76785,6,0,109908,WOTR,Wolf Trap NP for the Performing Arts,2012
76786,7,0,109083,WOTR,Wolf Trap NP for the Performing Arts,2012
76787,8,0,136760,WOTR,Wolf Trap NP for the Performing Arts,2012
76788,9,0,22954,WOTR,Wolf Trap NP for the Performing Arts,2012
76789,10,0,1325,WOTR,Wolf Trap NP for the Performing Arts,2012
76790,11,0,873,WOTR,Wolf Trap NP for the Performing Arts,2012
76791,12,0,5970,WOTR,Wolf Trap NP for the Performing Arts,2012
76792,1,0,568,WOTR,Wolf Trap NP for the Performing Arts,2013
76793,2,0,525,WOTR,Wolf Trap NP for the Performing Arts,2013
76794,3,0,1456,WOTR,Wolf Trap NP for the Performing Arts,2013
76795,4,0,2270,WOTR,Wolf Trap NP for the Performing Arts,2013
76796,5,0,24247,WOTR,Wolf Trap NP for the Performing Arts,2013
76797,6,0,105330,WOTR,Wolf Trap NP for the Performing Arts,2013
76798,7,0,144587,WOTR,Wolf Trap NP for the Performing Arts,2013
76799,8,0,124600,WOTR,Wolf Trap NP for the Performing Arts,2013
76800,9,0,29714,WOTR,Wolf Trap NP for the Performing Arts,2013
76801,10,0,867,WOTR,Wolf Trap NP for the Performing Arts,2013
76802,11,0,805,WOTR,Wolf Trap NP for the Performing Arts,2013
76803,12,0,6197,WOTR,Wolf Trap NP for the Performing Arts,2013
76804,1,0,2501,WOTR,Wolf Trap NP for the Performing Arts,2014
76805,2,0,1887,WOTR,Wolf Trap NP for the Performing Arts,2014
76806,3,0,2158,WOTR,Wolf Trap NP for the Performing Arts,2014
76807,4,0,3594,WOTR,Wolf Trap NP for the Performing Arts,2014
76808,5,0,28665,WOTR,Wolf Trap NP for the Performing Arts,2014
76809,6,0,67933,WOTR,Wolf Trap NP for the Performing Arts,2014
76810,7,0,125710,WOTR,Wolf Trap NP for the Performing Arts,2014
76811,8,0,131157,WOTR,Wolf Trap NP for the Performing Arts,2014
76812,9,0,15935,WOTR,Wolf Trap NP for the Performing Arts,2014
76813,10,0,1021,WOTR,Wolf Trap NP for the Performing Arts,2014
76814,11,0,993,WOTR,Wolf Trap NP for the Performing Arts,2014
76815,12,0,6729,WOTR,Wolf Trap NP for the Performing Arts,2014
76816,1,0,1059,WOTR,Wolf Trap NP for the Performing Arts,2015
76817,2,0,1955,WOTR,Wolf Trap NP for the Performing Arts,2015
76818,3,0,3426,WOTR,Wolf Trap NP for the Performing Arts,2015
76819,4,0,2560,WOTR,Wolf Trap NP for the Performing Arts,2015
76820,5,0,42809,WOTR,Wolf Trap NP for the Performing Arts,2015
76821,6,0,87994,WOTR,Wolf Trap NP for the Performing Arts,2015
76822,7,0,96549,WOTR,Wolf Trap NP for the Performing Arts,2015
76823,8,0,128604,WOTR,Wolf Trap NP for the Performing Arts,2015
76824,9,0,34649,WOTR,Wolf Trap NP for the Performing Arts,2015
76825,10,0,892,WOTR,Wolf Trap NP for the Performing Arts,2015
76826,11,0,814,WOTR,Wolf Trap NP for the Performing Arts,2015
76827,12,0,6040,WOTR,Wolf Trap NP for the Performing Arts,2015
76828,1,0,2756,WOTR,Wolf Trap NP for the Performing Arts,2016
76829,2,0,485,WOTR,Wolf Trap NP for the Performing Arts,2016
76830,3,0,1843,WOTR,Wolf Trap NP for the Performing Arts,2016
76831,4,0,2255,WOTR,Wolf Trap NP for the Performing Arts,2016
76832,5,0,23903,WOTR,Wolf Trap NP for the Performing Arts,2016
76833,6,0,127180,WOTR,Wolf Trap NP for the Performing Arts,2016
76834,7,0,116912,WOTR,Wolf Trap NP for the Performing Arts,2016
76835,8,0,87979,WOTR,Wolf Trap NP for the Performing Arts,2016
76836,9,0,60649,WOTR,Wolf Trap NP for the Performing Arts,2016
76837,10,0,1187,WOTR,Wolf Trap NP for the Performing Arts,2016
76838,11,0,522,WOTR,Wolf Trap NP for the Performing Arts,2016
76839,12,0,11842,WOTR,Wolf Trap NP for the Performing Arts,2016
76840,1,0,712,WOTR,Wolf Trap NP for the Performing Arts,2017
76841,2,0,457,WOTR,Wolf Trap NP for the Performing Arts,2017
76842,3,0,677,WOTR,Wolf Trap NP for the Performing Arts,2017
76843,4,0,2744,WOTR,Wolf Trap NP for the Performing Arts,2017
76844,5,0,22818,WOTR,Wolf Trap NP for the Performing Arts,2017
76845,6,0,92424,WOTR,Wolf Trap NP for the Performing Arts,2017
76846,7,0,121928,WOTR,Wolf Trap NP for the Performing Arts,2017
76847,8,0,95671,WOTR,Wolf Trap NP for the Performing Arts,2017
76848,9,0,72644,WOTR,Wolf Trap NP for the Performing Arts,2017
76849,10,0,1167,WOTR,Wolf Trap NP for the Performing Arts,2017
76850,11,0,465,WOTR,Wolf Trap NP for the Performing Arts,2017
76851,12,0,12657,WOTR,Wolf Trap NP for the Performing Arts,2017
76852,1,0,587,WOTR,Wolf Trap NP for the Performing Arts,2018
76853,2,0,837,WOTR,Wolf Trap NP for the Performing Arts,2018
76854,3,0,473,WOTR,Wolf Trap NP for the Performing Arts,2018
76855,4,0,2275,WOTR,Wolf Trap NP for the Performing Arts,2018
76856,5,0,21672,WOTR,Wolf Trap NP for the Performing Arts,2018
76857,6,0,86760,WOTR,Wolf Trap NP for the Performing Arts,2018
76858,7,0,123543,WOTR,Wolf Trap NP for the Performing Arts,2018
76859,8,0,90285,WOTR,Wolf Trap NP for the Performing Arts,2018
76860,9,0,30047,WOTR,Wolf Trap NP for the Performing Arts,2018
76861,10,0,729,WOTR,Wolf Trap NP for the Performing Arts,2018
76862,11,0,542,WOTR,Wolf Trap NP for the Performing Arts,2018
76863,12,0,7790,WOTR,Wolf Trap NP for the Performing Arts,2018
76864,1,0,560,WOTR,Wolf Trap NP for the Performing Arts,2019
76865,2,0,1314,WOTR,Wolf Trap NP for the Performing Arts,2019
76866,3,0,553,WOTR,Wolf Trap NP for the Performing Arts,2019
76867,4,0,910,WOTR,Wolf Trap NP for the Performing Arts,2019
76868,5,0,33445,WOTR,Wolf Trap NP for the Performing Arts,2019
76869,6,0,67886,WOTR,Wolf Trap NP for the Performing Arts,2019
76870,7,0,127291,WOTR,Wolf Trap NP for the Performing Arts,2019
76871,8,0,125568,WOTR,Wolf Trap NP for the Performing Arts,2019
76872,9,0,36991,WOTR,Wolf Trap NP for the Performing Arts,2019
76873,10,0,878,WOTR,Wolf Trap NP for the Performing Arts,2019
76874,11,0,893,WOTR,Wolf Trap NP for the Performing Arts,2019
76875,12,0,6291,WOTR,Wolf Trap NP for the Performing Arts,2019
76876,1,0,468,WOTR,Wolf Trap NP for the Performing Arts,2020
76877,2,0,851,WOTR,Wolf Trap NP for the Performing Arts,2020
76878,3,0,406,WOTR,Wolf Trap NP for the Performing Arts,2020
76879,4,0,1707,WOTR,Wolf Trap NP for the Performing Arts,2020
76880,5,0,3041,WOTR,Wolf Trap NP for the Performing Arts,2020
76881,6,0,1943,WOTR,Wolf Trap NP for the Performing Arts,2020
76882,7,0,4283,WOTR,Wolf Trap NP for the Performing Arts,2020
76883,8,0,5053,WOTR,Wolf Trap NP for the Performing Arts,2020
76884,9,0,2502,WOTR,Wolf Trap NP for the Performing Arts,2020
76885,10,0,2197,WOTR,Wolf Trap NP for the Performing Arts,2020
76886,11,0,4239,WOTR,Wolf Trap NP for the Performing Arts,2020
76887,12,0,3383,WOTR,Wolf Trap NP for the Performing Arts,2020
76888,1,0,10453,WOTR,Wolf Trap NP for the Performing Arts,2021
76889,2,0,4217,WOTR,Wolf Trap NP for the Performing Arts,2021
76890,3,0,13273,WOTR,Wolf Trap NP for the Performing Arts,2021
76891,4,0,13083,WOTR,Wolf Trap NP for the Performing Arts,2021
76892,5,0,12821,WOTR,Wolf Trap NP for the Performing Arts,2021
76893,6,0,12289,WOTR,Wolf Trap NP for the Performing Arts,2021
76894,7,0,34286,WOTR,Wolf Trap NP for the Performing Arts,2021
