Month,Others,Recreation Visitors,Visit Code,Visit Name,Year
2,0,7523,afbg,african burial ground nm,2011
3,0,6994,afbg,african burial ground nm,2011
4,0,8554,afbg,african burial ground nm,2011
5,0,9153,afbg,african burial ground nm,2011
6,0,11596,afbg,african burial ground nm,2011
7,0,11250,afbg,african burial ground nm,2011
8,0,9722,afbg,african burial ground nm,2011
9,0,8583,afbg,african burial ground nm,2011
10,0,13736,afbg,african burial ground nm,2011
11,0,10735,afbg,african burial ground nm,2011
12,0,8670,afbg,african burial ground nm,2011
1,0,5948,afbg,african burial ground nm,2012
2,0,6812,afbg,african burial ground nm,2012
3,0,9197,afbg,african burial ground nm,2012
4,0,8900,afbg,african burial ground nm,2012
5,0,9836,afbg,african burial ground nm,2012
6,0,8643,afbg,african burial ground nm,2012
7,0,8233,afbg,african burial ground nm,2012
8,0,2749,afbg,african burial ground nm,2012
9,0,1673,afbg,african burial ground nm,2012
10,0,7761,afbg,african burial ground nm,2012
11,0,3046,afbg,african burial ground nm,2012
12,0,4826,afbg,african burial ground nm,2012
1,0,4680,afbg,african burial ground nm,2013
2,0,4533,afbg,african burial ground nm,2013
3,0,5806,afbg,african burial ground nm,2013
4,0,7917,afbg,african burial ground nm,2013
5,0,12068,afbg,african burial ground nm,2013
6,0,12533,afbg,african burial ground nm,2013
7,0,11970,afbg,african burial ground nm,2013
8,0,11597,afbg,african burial ground nm,2013
9,0,8622,afbg,african burial ground nm,2013
10,0,5561,afbg,african burial ground nm,2013
11,0,5074,afbg,african burial ground nm,2013
12,0,2873,afbg,african burial ground nm,2013
1,0,941,afbg,african burial ground nm,2014
2,0,1662,afbg,african burial ground nm,2014
3,0,1901,afbg,african burial ground nm,2014
4,0,8446,afbg,african burial ground nm,2014
5,0,8612,afbg,african burial ground nm,2014
6,0,6858,afbg,african burial ground nm,2014
7,0,8187,afbg,african burial ground nm,2014
8,0,5522,afbg,african burial ground nm,2014
9,0,3657,afbg,african burial ground nm,2014
10,0,5495,afbg,african burial ground nm,2014
11,0,1780,afbg,african burial ground nm,2014
12,0,1800,afbg,african burial ground nm,2014
1,0,773,afbg,african burial ground nm,2015
2,0,1829,afbg,african burial ground nm,2015
3,0,1529,afbg,african burial ground nm,2015
4,0,6121,afbg,african burial ground nm,2015
5,0,7348,afbg,african burial ground nm,2015
6,0,6603,afbg,african burial ground nm,2015
7,0,9079,afbg,african burial ground nm,2015
8,0,7111,afbg,african burial ground nm,2015
9,0,6042,afbg,african burial ground nm,2015
10,0,6516,afbg,african burial ground nm,2015
11,0,1998,afbg,african burial ground nm,2015
12,0,1399,afbg,african burial ground nm,2015
1,0,885,afbg,african burial ground nm,2016
2,0,2146,afbg,african burial ground nm,2016
3,0,3817,afbg,african burial ground nm,2016
4,0,4763,afbg,african burial ground nm,2016
5,0,5329,afbg,african burial ground nm,2016
6,0,5345,afbg,african burial ground nm,2016
7,0,6516,afbg,african burial ground nm,2016
8,0,6516,afbg,african burial ground nm,2016
9,0,1623,afbg,african burial ground nm,2016
10,0,5383,afbg,african burial ground nm,2016
11,0,1944,afbg,african burial ground nm,2016
12,0,2259,afbg,african burial ground nm,2016
1,0,1241,afbg,african burial ground nm,2017
2,0,2830,afbg,african burial ground nm,2017
3,0,1841,afbg,african burial ground nm,2017
4,0,2507,afbg,african burial ground nm,2017
5,0,5329,afbg,african burial ground nm,2017
6,0,3750,afbg,african burial ground nm,2017
7,0,6333,afbg,african burial ground nm,2017
8,0,3467,afbg,african burial ground nm,2017
9,0,3621,afbg,african burial ground nm,2017
10,0,8035,afbg,african burial ground nm,2017
11,0,2058,afbg,african burial ground nm,2017
12,0,2170,afbg,african burial ground nm,2017
1,0,1172,afbg,african burial ground nm,2018
2,0,2067,afbg,african burial ground nm,2018
3,0,1569,afbg,african burial ground nm,2018
4,0,2781,afbg,african burial ground nm,2018
5,0,6335,afbg,african burial ground nm,2018
6,0,6432,afbg,african burial ground nm,2018
7,0,6146,afbg,african burial ground nm,2018
8,0,4031,afbg,african burial ground nm,2018
9,0,3527,afbg,african burial ground nm,2018
10,0,8190,afbg,african burial ground nm,2018
11,0,1856,afbg,african burial ground nm,2018
12,0,929,afbg,african burial ground nm,2018
1,0,96,afbg,african burial ground nm,2019
2,0,1571,afbg,african burial ground nm,2019
3,0,1395,afbg,african burial ground nm,2019
4,0,5022,afbg,african burial ground nm,2019
5,0,5482,afbg,african burial ground nm,2019
6,0,4621,afbg,african burial ground nm,2019
7,0,5520,afbg,african burial ground nm,2019
8,0,4332,afbg,african burial ground nm,2019
9,0,4384,afbg,african burial ground nm,2019
10,0,8667,afbg,african burial ground nm,2019
11,0,2058,afbg,african burial ground nm,2019
12,0,4279,afbg,african burial ground nm,2019
1,0,4279,afbg,african burial ground nm,2020
2,0,1994,afbg,african burial ground nm,2020
3,0,627,afbg,african burial ground nm,2020
4,0,0,afbg,african burial ground nm,2020
5,0,0,afbg,african burial ground nm,2020
6,0,0,afbg,african burial ground nm,2020
7,0,0,afbg,african burial ground nm,2020
8,0,0,afbg,african burial ground nm,2020
9,0,0,afbg,african burial ground nm,2020
10,0,446,afbg,african burial ground nm,2020
11,0,446,afbg,african burial ground nm,2020
12,0,116,afbg,african burial ground nm,2020
1,0,198,afbg,african burial ground nm,2021
2,0,35,afbg,african burial ground nm,2021
3,0,331,afbg,african burial ground nm,2021
4,0,530,afbg,african burial ground nm,2021
5,0,479,afbg,african burial ground nm,2021
6,0,1487,afbg,african burial ground nm,2021
7,0,1082,afbg,african burial ground nm,2021
8,0,893,afbg,african burial ground nm,2021
9,0,637,afbg,african burial ground nm,2021
10,0,1669,afbg,african burial ground nm,2021
11,0,1033,afbg,african burial ground nm,2021
12,0,793,afbg,african burial ground nm,2021
1,0,458,afbg,african burial ground nm,2022
2,0,1163,afbg,african burial ground nm,2022
3,0,1667,afbg,african burial ground nm,2022
4,0,2625,afbg,african burial ground nm,2022
5,0,2213,afbg,african burial ground nm,2022
6,0,3253,afbg,african burial ground nm,2022
7,0,3073,afbg,african burial ground nm,2022
8,0,2530,afbg,african burial ground nm,2022
9,0,3134,afbg,african burial ground nm,2022
10,0,3173,afbg,african burial ground nm,2022
11,0,3871,afbg,african burial ground nm,2022
12,0,2583,afbg,african burial ground nm,2022
1,0,1651,afbg,african burial ground nm,2023
2,0,3524,afbg,african burial ground nm,2023
3,0,3750,afbg,african burial ground nm,2023
4,0,3525,afbg,african burial ground nm,2023
5,0,4363,afbg,african burial ground nm,2023
6,0,4486,afbg,african burial ground nm,2023
7,0,3675,afbg,african burial ground nm,2023
8,0,2529,afbg,african burial ground nm,2023
9,0,2643,afbg,african burial ground nm,2023
10,0,3245,afbg,african burial ground nm,2023
11,0,4040,afbg,african burial ground nm,2023
12,0,3386,afbg,african burial ground nm,2023
1,0,2144,afbg,african burial ground nm,2024
2,0,3234,afbg,african burial ground nm,2024
3,0,3510,afbg,african burial ground nm,2024
4,0,3271,afbg,african burial ground nm,2024
5,0,3597,afbg,african burial ground nm,2024
6,0,4143,afbg,african burial ground nm,2024
1,0,140,agfo,agate fossil beds nm,2007
2,0,110,agfo,agate fossil beds nm,2007
3,0,324,agfo,agate fossil beds nm,2007
4,0,635,agfo,agate fossil beds nm,2007
5,0,1935,agfo,agate fossil beds nm,2007
6,0,2209,agfo,agate fossil beds nm,2007
7,0,2984,agfo,agate fossil beds nm,2007
8,0,2027,agfo,agate fossil beds nm,2007
9,0,1450,agfo,agate fossil beds nm,2007
10,0,646,agfo,agate fossil beds nm,2007
11,0,411,agfo,agate fossil beds nm,2007
12,0,126,agfo,agate fossil beds nm,2007
1,0,71,agfo,agate fossil beds nm,2008
2,0,143,agfo,agate fossil beds nm,2008
3,0,344,agfo,agate fossil beds nm,2008
4,0,528,agfo,agate fossil beds nm,2008
5,0,1435,agfo,agate fossil beds nm,2008
6,0,2388,agfo,agate fossil beds nm,2008
7,0,2527,agfo,agate fossil beds nm,2008
8,0,2098,agfo,agate fossil beds nm,2008
9,0,1606,agfo,agate fossil beds nm,2008
10,0,868,agfo,agate fossil beds nm,2008
11,0,229,agfo,agate fossil beds nm,2008
12,0,188,agfo,agate fossil beds nm,2008
1,0,171,agfo,agate fossil beds nm,2009
2,0,151,agfo,agate fossil beds nm,2009
3,0,306,agfo,agate fossil beds nm,2009
4,0,335,agfo,agate fossil beds nm,2009
5,0,1390,agfo,agate fossil beds nm,2009
6,0,2443,agfo,agate fossil beds nm,2009
7,0,2914,agfo,agate fossil beds nm,2009
8,0,2355,agfo,agate fossil beds nm,2009
9,0,1657,agfo,agate fossil beds nm,2009
10,0,454,agfo,agate fossil beds nm,2009
11,0,233,agfo,agate fossil beds nm,2009
12,0,285,agfo,agate fossil beds nm,2009
1,0,131,agfo,agate fossil beds nm,2010
2,0,77,agfo,agate fossil beds nm,2010
3,0,242,agfo,agate fossil beds nm,2010
4,0,479,agfo,agate fossil beds nm,2010
5,0,1479,agfo,agate fossil beds nm,2010
6,0,2186,agfo,agate fossil beds nm,2010
7,0,3103,agfo,agate fossil beds nm,2010
8,0,2064,agfo,agate fossil beds nm,2010
9,0,1451,agfo,agate fossil beds nm,2010
10,0,908,agfo,agate fossil beds nm,2010
11,0,245,agfo,agate fossil beds nm,2010
12,0,144,agfo,agate fossil beds nm,2010
1,0,104,agfo,agate fossil beds nm,2011
2,0,81,agfo,agate fossil beds nm,2011
3,0,325,agfo,agate fossil beds nm,2011
4,0,465,agfo,agate fossil beds nm,2011
5,0,1142,agfo,agate fossil beds nm,2011
6,0,2247,agfo,agate fossil beds nm,2011
7,0,2597,agfo,agate fossil beds nm,2011
8,0,1857,agfo,agate fossil beds nm,2011
9,0,1717,agfo,agate fossil beds nm,2011
10,0,797,agfo,agate fossil beds nm,2011
11,0,126,agfo,agate fossil beds nm,2011
12,0,159,agfo,agate fossil beds nm,2011
1,0,131,agfo,agate fossil beds nm,2012
2,0,201,agfo,agate fossil beds nm,2012
3,0,423,agfo,agate fossil beds nm,2012
4,0,526,agfo,agate fossil beds nm,2012
5,0,1292,agfo,agate fossil beds nm,2012
6,0,2324,agfo,agate fossil beds nm,2012
7,0,2781,agfo,agate fossil beds nm,2012
8,0,1731,agfo,agate fossil beds nm,2012
9,0,1443,agfo,agate fossil beds nm,2012
10,0,630,agfo,agate fossil beds nm,2012
11,0,236,agfo,agate fossil beds nm,2012
12,0,106,agfo,agate fossil beds nm,2012
1,0,126,agfo,agate fossil beds nm,2013
2,0,92,agfo,agate fossil beds nm,2013
3,0,292,agfo,agate fossil beds nm,2013
4,0,268,agfo,agate fossil beds nm,2013
5,0,1430,agfo,agate fossil beds nm,2013
6,0,2163,agfo,agate fossil beds nm,2013
7,0,2358,agfo,agate fossil beds nm,2013
8,0,1766,agfo,agate fossil beds nm,2013
9,0,1486,agfo,agate fossil beds nm,2013
10,0,140,agfo,agate fossil beds nm,2013
11,0,263,agfo,agate fossil beds nm,2013
12,0,120,agfo,agate fossil beds nm,2013
1,0,118,agfo,agate fossil beds nm,2014
2,0,102,agfo,agate fossil beds nm,2014
3,0,229,agfo,agate fossil beds nm,2014
4,0,501,agfo,agate fossil beds nm,2014
5,0,1493,agfo,agate fossil beds nm,2014
6,0,2162,agfo,agate fossil beds nm,2014
7,0,2922,agfo,agate fossil beds nm,2014
8,0,2193,agfo,agate fossil beds nm,2014
9,0,1839,agfo,agate fossil beds nm,2014
10,0,561,agfo,agate fossil beds nm,2014
11,0,137,agfo,agate fossil beds nm,2014
12,0,183,agfo,agate fossil beds nm,2014
1,0,102,agfo,agate fossil beds nm,2015
2,0,114,agfo,agate fossil beds nm,2015
3,0,361,agfo,agate fossil beds nm,2015
4,0,524,agfo,agate fossil beds nm,2015
5,0,1674,agfo,agate fossil beds nm,2015
6,0,2401,agfo,agate fossil beds nm,2015
7,0,2914,agfo,agate fossil beds nm,2015
8,0,2033,agfo,agate fossil beds nm,2015
9,0,1868,agfo,agate fossil beds nm,2015
10,0,907,agfo,agate fossil beds nm,2015
11,0,190,agfo,agate fossil beds nm,2015
12,0,176,agfo,agate fossil beds nm,2015
1,0,79,agfo,agate fossil beds nm,2016
2,0,161,agfo,agate fossil beds nm,2016
3,0,404,agfo,agate fossil beds nm,2016
4,0,484,agfo,agate fossil beds nm,2016
5,0,1816,agfo,agate fossil beds nm,2016
6,0,2969,agfo,agate fossil beds nm,2016
7,0,3581,agfo,agate fossil beds nm,2016
8,0,2455,agfo,agate fossil beds nm,2016
9,0,2304,agfo,agate fossil beds nm,2016
10,0,908,agfo,agate fossil beds nm,2016
11,0,297,agfo,agate fossil beds nm,2016
12,0,97,agfo,agate fossil beds nm,2016
1,0,69,agfo,agate fossil beds nm,2017
2,0,199,agfo,agate fossil beds nm,2017
3,0,443,agfo,agate fossil beds nm,2017
4,0,665,agfo,agate fossil beds nm,2017
5,0,1842,agfo,agate fossil beds nm,2017
6,0,2860,agfo,agate fossil beds nm,2017
7,0,3755,agfo,agate fossil beds nm,2017
8,0,18598,agfo,agate fossil beds nm,2017
9,0,2190,agfo,agate fossil beds nm,2017
10,0,1109,agfo,agate fossil beds nm,2017
11,0,237,agfo,agate fossil beds nm,2017
12,0,71,agfo,agate fossil beds nm,2017
1,0,76,agfo,agate fossil beds nm,2018
2,0,96,agfo,agate fossil beds nm,2018
3,0,426,agfo,agate fossil beds nm,2018
4,0,428,agfo,agate fossil beds nm,2018
5,0,1876,agfo,agate fossil beds nm,2018
6,0,3174,agfo,agate fossil beds nm,2018
7,0,4192,agfo,agate fossil beds nm,2018
8,0,2459,agfo,agate fossil beds nm,2018
9,0,2249,agfo,agate fossil beds nm,2018
10,0,983,agfo,agate fossil beds nm,2018
11,0,224,agfo,agate fossil beds nm,2018
12,0,55,agfo,agate fossil beds nm,2018
1,0,0,agfo,agate fossil beds nm,2019
2,0,94,agfo,agate fossil beds nm,2019
3,0,401,agfo,agate fossil beds nm,2019
4,0,391,agfo,agate fossil beds nm,2019
5,0,2188,agfo,agate fossil beds nm,2019
6,0,3276,agfo,agate fossil beds nm,2019
7,0,4222,agfo,agate fossil beds nm,2019
8,0,2775,agfo,agate fossil beds nm,2019
9,0,2227,agfo,agate fossil beds nm,2019
10,0,780,agfo,agate fossil beds nm,2019
11,0,253,agfo,agate fossil beds nm,2019
12,0,50,agfo,agate fossil beds nm,2019
1,0,107,agfo,agate fossil beds nm,2020
2,0,194,agfo,agate fossil beds nm,2020
3,0,176,agfo,agate fossil beds nm,2020
4,0,129,agfo,agate fossil beds nm,2020
5,0,310,agfo,agate fossil beds nm,2020
6,0,834,agfo,agate fossil beds nm,2020
7,0,2377,agfo,agate fossil beds nm,2020
8,0,1686,agfo,agate fossil beds nm,2020
9,0,1558,agfo,agate fossil beds nm,2020
10,0,978,agfo,agate fossil beds nm,2020
11,0,252,agfo,agate fossil beds nm,2020
12,0,121,agfo,agate fossil beds nm,2020
1,0,94,agfo,agate fossil beds nm,2021
2,0,65,agfo,agate fossil beds nm,2021
3,0,279,agfo,agate fossil beds nm,2021
4,0,796,agfo,agate fossil beds nm,2021
5,0,1889,agfo,agate fossil beds nm,2021
6,0,3482,agfo,agate fossil beds nm,2021
7,0,4209,agfo,agate fossil beds nm,2021
8,0,2783,agfo,agate fossil beds nm,2021
9,0,2601,agfo,agate fossil beds nm,2021
10,0,1509,agfo,agate fossil beds nm,2021
11,0,391,agfo,agate fossil beds nm,2021
12,0,166,agfo,agate fossil beds nm,2021
1,0,113,agfo,agate fossil beds nm,2022
2,0,117,agfo,agate fossil beds nm,2022
3,0,400,agfo,agate fossil beds nm,2022
4,0,764,agfo,agate fossil beds nm,2022
5,0,2123,agfo,agate fossil beds nm,2022
6,0,3332,agfo,agate fossil beds nm,2022
7,0,3236,agfo,agate fossil beds nm,2022
8,0,2320,agfo,agate fossil beds nm,2022
9,0,2501,agfo,agate fossil beds nm,2022
10,0,1172,agfo,agate fossil beds nm,2022
11,0,224,agfo,agate fossil beds nm,2022
12,0,55,agfo,agate fossil beds nm,2022
1,0,62,agfo,agate fossil beds nm,2023
2,0,55,agfo,agate fossil beds nm,2023
3,0,302,agfo,agate fossil beds nm,2023
4,0,512,agfo,agate fossil beds nm,2023
5,0,2077,agfo,agate fossil beds nm,2023
6,0,3254,agfo,agate fossil beds nm,2023
7,0,3214,agfo,agate fossil beds nm,2023
8,0,2363,agfo,agate fossil beds nm,2023
9,0,2150,agfo,agate fossil beds nm,2023
10,0,1140,agfo,agate fossil beds nm,2023
11,0,279,agfo,agate fossil beds nm,2023
12,0,154,agfo,agate fossil beds nm,2023
1,0,69,agfo,agate fossil beds nm,2024
2,0,172,agfo,agate fossil beds nm,2024
3,0,637,agfo,agate fossil beds nm,2024
4,0,732,agfo,agate fossil beds nm,2024
5,0,2387,agfo,agate fossil beds nm,2024
6,0,3776,agfo,agate fossil beds nm,2024
1,0,0,alag,alagnak wr,2021
2,0,0,alag,alagnak wr,2021
3,0,0,alag,alagnak wr,2021
4,0,0,alag,alagnak wr,2021
5,0,0,alag,alagnak wr,2021
6,21,43,alag,alagnak wr,2021
7,48,113,alag,alagnak wr,2021
8,29,71,alag,alagnak wr,2021
9,12,35,alag,alagnak wr,2021
10,0,0,alag,alagnak wr,2021
11,0,0,alag,alagnak wr,2021
12,0,0,alag,alagnak wr,2021
1,0,0,alag,alagnak wr,2022
2,0,0,alag,alagnak wr,2022
3,0,0,alag,alagnak wr,2022
4,0,0,alag,alagnak wr,2022
5,0,0,alag,alagnak wr,2022
6,4,12,alag,alagnak wr,2022
7,40,122,alag,alagnak wr,2022
8,19,40,alag,alagnak wr,2022
9,5,10,alag,alagnak wr,2022
10,0,0,alag,alagnak wr,2022
11,0,0,alag,alagnak wr,2022
12,0,0,alag,alagnak wr,2022
1,0,0,alag,alagnak wr,2023
2,0,0,alag,alagnak wr,2023
3,0,0,alag,alagnak wr,2023
4,0,0,alag,alagnak wr,2023
5,0,0,alag,alagnak wr,2023
6,2,6,alag,alagnak wr,2023
7,40,110,alag,alagnak wr,2023
8,45,98,alag,alagnak wr,2023
9,3,17,alag,alagnak wr,2023
10,0,0,alag,alagnak wr,2023
11,0,0,alag,alagnak wr,2023
12,0,0,alag,alagnak wr,2023
1,0,0,alag,alagnak wr,2024
2,0,0,alag,alagnak wr,2024
3,0,0,alag,alagnak wr,2024
4,0,0,alag,alagnak wr,2024
5,0,0,alag,alagnak wr,2024
6,5,16,alag,alagnak wr,2024
1,0,21,alfl,alibates flint quarries nm,2007
2,0,5,alfl,alibates flint quarries nm,2007
3,0,49,alfl,alibates flint quarries nm,2007
4,0,224,alfl,alibates flint quarries nm,2007
5,0,2667,alfl,alibates flint quarries nm,2007
6,0,152,alfl,alibates flint quarries nm,2007
7,0,265,alfl,alibates flint quarries nm,2007
8,0,169,alfl,alibates flint quarries nm,2007
9,0,128,alfl,alibates flint quarries nm,2007
10,0,214,alfl,alibates flint quarries nm,2007
11,0,100,alfl,alibates flint quarries nm,2007
12,0,34,alfl,alibates flint quarries nm,2007
1,0,54,alfl,alibates flint quarries nm,2008
2,0,17,alfl,alibates flint quarries nm,2008
3,0,110,alfl,alibates flint quarries nm,2008
4,0,143,alfl,alibates flint quarries nm,2008
5,0,552,alfl,alibates flint quarries nm,2008
6,0,193,alfl,alibates flint quarries nm,2008
7,0,310,alfl,alibates flint quarries nm,2008
8,0,112,alfl,alibates flint quarries nm,2008
9,0,161,alfl,alibates flint quarries nm,2008
10,0,502,alfl,alibates flint quarries nm,2008
11,0,90,alfl,alibates flint quarries nm,2008
12,0,53,alfl,alibates flint quarries nm,2008
1,0,43,alfl,alibates flint quarries nm,2009
2,0,59,alfl,alibates flint quarries nm,2009
3,0,168,alfl,alibates flint quarries nm,2009
4,0,215,alfl,alibates flint quarries nm,2009
5,0,855,alfl,alibates flint quarries nm,2009
6,0,263,alfl,alibates flint quarries nm,2009
7,0,230,alfl,alibates flint quarries nm,2009
8,0,165,alfl,alibates flint quarries nm,2009
9,0,290,alfl,alibates flint quarries nm,2009
10,0,474,alfl,alibates flint quarries nm,2009
11,0,107,alfl,alibates flint quarries nm,2009
12,0,49,alfl,alibates flint quarries nm,2009
1,0,49,alfl,alibates flint quarries nm,2010
2,0,354,alfl,alibates flint quarries nm,2010
3,0,103,alfl,alibates flint quarries nm,2010
4,0,282,alfl,alibates flint quarries nm,2010
5,0,942,alfl,alibates flint quarries nm,2010
6,0,259,alfl,alibates flint quarries nm,2010
7,0,259,alfl,alibates flint quarries nm,2010
8,0,350,alfl,alibates flint quarries nm,2010
9,0,560,alfl,alibates flint quarries nm,2010
10,0,805,alfl,alibates flint quarries nm,2010
11,0,166,alfl,alibates flint quarries nm,2010
12,0,221,alfl,alibates flint quarries nm,2010
1,0,26,alfl,alibates flint quarries nm,2011
2,0,228,alfl,alibates flint quarries nm,2011
3,0,243,alfl,alibates flint quarries nm,2011
4,0,298,alfl,alibates flint quarries nm,2011
5,0,560,alfl,alibates flint quarries nm,2011
6,0,560,alfl,alibates flint quarries nm,2011
7,0,154,alfl,alibates flint quarries nm,2011
8,0,104,alfl,alibates flint quarries nm,2011
9,0,183,alfl,alibates flint quarries nm,2011
10,0,411,alfl,alibates flint quarries nm,2011
11,0,316,alfl,alibates flint quarries nm,2011
12,0,131,alfl,alibates flint quarries nm,2011
1,0,246,alfl,alibates flint quarries nm,2012
2,0,214,alfl,alibates flint quarries nm,2012
3,0,698,alfl,alibates flint quarries nm,2012
4,0,249,alfl,alibates flint quarries nm,2012
5,0,547,alfl,alibates flint quarries nm,2012
6,0,408,alfl,alibates flint quarries nm,2012
7,0,121,alfl,alibates flint quarries nm,2012
8,0,401,alfl,alibates flint quarries nm,2012
9,0,188,alfl,alibates flint quarries nm,2012
10,0,184,alfl,alibates flint quarries nm,2012
11,0,97,alfl,alibates flint quarries nm,2012
12,0,30,alfl,alibates flint quarries nm,2012
1,0,35,alfl,alibates flint quarries nm,2013
2,0,63,alfl,alibates flint quarries nm,2013
3,0,243,alfl,alibates flint quarries nm,2013
4,0,243,alfl,alibates flint quarries nm,2013
5,0,220,alfl,alibates flint quarries nm,2013
6,0,167,alfl,alibates flint quarries nm,2013
7,0,151,alfl,alibates flint quarries nm,2013
8,0,132,alfl,alibates flint quarries nm,2013
9,0,96,alfl,alibates flint quarries nm,2013
10,0,67,alfl,alibates flint quarries nm,2013
11,0,85,alfl,alibates flint quarries nm,2013
